"","Vaccine.Exemption","Dose","Geography.Type","Geography","School.Year","Estimate....","Population.Size","Percent.Surveyed","Footnotes","Number.of.Exemptions","Survey.Type"
"7574","Hepatitis B","","States","Mississippi","2015-16","99.4","41042","100","≥.*","NULL","Census"
"7575","Exemption","Medical Exemption","States","Arizona","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7576","Exemption","Medical Exemption","States","Arkansas","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7577","Exemption","Medical Exemption","States","California","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7578","Exemption","Medical Exemption","States","Colorado","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7579","Exemption","Medical Exemption","States","Connecticut","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7580","Exemption","Medical Exemption","States","Delaware","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7581","Exemption","Medical Exemption","States","District of Columbia","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7582","Exemption","Medical Exemption","States","Florida","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7583","Exemption","Medical Exemption","States","Georgia","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7584","Exemption","Medical Exemption","States","Hawaii","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7585","Exemption","Medical Exemption","States","Idaho","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7586","Exemption","Medical Exemption","States","Illinois","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7587","Exemption","Medical Exemption","States","Maryland","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7588","Exemption","Medical Exemption","States","Maine","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7589","Exemption","Medical Exemption","States","Louisiana","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7590","Exemption","Medical Exemption","States","Kentucky","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7591","Exemption","Medical Exemption","States","Kansas","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7592","Exemption","Medical Exemption","States","Iowa","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7593","Exemption","Medical Exemption","States","Indiana","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7594","Varicella","2 Doses (or disease history)","States","Mississippi","2020-21","98.9","34028","100",">=.*","NULL","Census"
"7595","Varicella","2 Doses (or disease history)","States","New York","2020-21","98.1","216804","91.5","NULL","NULL","Census (public). voluntary response (private)"
"7596","Varicella","2 Doses (or disease history)","States","NY-City of New York","2020-21","97.1","91920","94.2","NULL","NULL","Census (public). voluntary response (private)"
"7597","Varicella","2 Doses (or disease history)","States","New Mexico","2020-21","95.3","20589","100","*","NULL","Census"
"7598","Varicella","2 Doses (or disease history)","States","Pennsylvania","2020-21","95.3","129307","95","NULL","NULL","Census (public). voluntary response (private)"
"7599","Varicella","2 Doses (or disease history)","States","Nebraska","2020-21","95.1","25681","94.8","‡","NULL","Census (public). voluntary response (private)"
"7600","Varicella","2 Doses (or disease history)","States","Connecticut","2020-21","95.1","34396","100","*","NULL","Census"
"7601","Varicella","2 Doses (or disease history)","States","North Carolina","2020-21","95.1","120995","89","‡.§","NULL","Census (public). voluntary response (private)"
"7602","Varicella","2 Doses (or disease history)","States","Texas","2020-21","95","377840","98.9","‡.§","NULL","Census"
"7603","Varicella","2 Doses (or disease history)","States","California","2020-21","94.8","498214","97.5","‡","NULL","Census"
"7604","Varicella","2 Doses (or disease history)","States","Michigan","2020-21","94.2","106657","100","*","NULL","Census"
"7605","Varicella","2 Doses (or disease history)","States","New Jersey","2020-21","NReq","100144","100",">=.*","NULL","Census"
"7606","Varicella","2 Doses (or disease history)","States","Illinois","2020-21","NR","NULL","NULL","NULL","NULL","Not Conducted"
"7607","Varicella","2 Doses (or disease history)","States","Maine","2020-21","NReq","13477","85","NULL","NULL","Voluntary response (public). census (private)"
"7608","Varicella","2 Doses (or disease history)","States","Alabama","2020-21","NReq","56974","100",">=.*","NULL","Census"
"7609","Varicella","2 Doses (or disease history)","States","Arizona","2020-21","NReq","76382","92.4","NULL","NULL","Census (public). voluntary response (private)"
"7610","Varicella","2 Doses (or disease history)","States","Oregon","2020-21","NReq","39568","100","*.‡","NULL","Census"
"7611","Varicella","2 Doses (or disease history)","States","Oklahoma","2020-21","NReq","52656","90","‡.§","NULL","Census (public). voluntary response (private)"
"7612","Varicella","2 Doses (or disease history)","States","West Virginia","2020-21","NR","NULL","NULL","NULL","NULL","Not Conducted"
"7613","Varicella","2 Doses (or disease history)","States","District of Columbia","2020-21","78","8262","100","*","NULL","Census"
"7614","Varicella","2 Doses (or disease history)","States","TX-City of Houston","2020-21","83.1","39627","94.9","‡.§","NULL","Census (public). voluntary response (private)"
"7615","Exemption","Medical Exemption","States","Missouri","2011-12","0.6","75240","NULL","§","19","2-stage Cluster Sample"
"7616","Exemption","Medical Exemption","States","Illinois","2011-12","1.1","163311","NULL","§","1745","Census"
"7617","Polio","","States","Arkansas","2025-26","90.3","35543","96.7","NULL","NULL","Census (pub.), vol. response (prv.)"
"7618","Polio","","States","Alaska","2025-26","90","8253","60.9","�","NULL","Vol. response (public), not conducted (private)"
"7619","Polio","","States","Missouri","2025-26","89.6","66610","100","*","NULL","Census"
"7620","Polio","","States","Oregon","2025-26","89.6","37309","100","*. �","NULL","Census"
"7621","Polio","","States","Hawaii","2025-26","89.5","13791","11.7","NULL","NULL","Stratified 2-stage cluster sample"
"7622","Polio","","States","Georgia","2025-26","89.1","118864","100",">=. *","NULL","Census"
"7623","Polio","","States","Washington","2025-26","89","75631","99.1","�","NULL","Census"
"7624","Exemption","Medical Exemption","States","California","2011-12","0.2","542544","NULL","NULL","871","Census"
"7625","Exemption","Medical Exemption","States","Vermont","2009-10","0.5","6713","NULL","NULL","35","Census"
"7626","Exemption","Medical Exemption","States","Iowa","2009-10","0.5","42698","NULL","NULL","218","Census"
"7627","Exemption","Medical Exemption","States","Washington","2009-10","0.4","81511","NULL","NULL","331","Census"
"7628","Exemption","Medical Exemption","States","Massachusetts","2009-10","0.4","74476","NULL","NULL","298","Census"
"7629","Exemption","Medical Exemption","States","Indiana","2009-10","0.3","84390","NULL","NULL","236","Census"
"7630","Exemption","Medical Exemption","States","Kentucky","2009-10","0.3","56526","NULL","NULL","170","Census"
"7631","Exemption","Medical Exemption","States","Louisiana","2009-10","0.3","53846","NULL","NULL","151","Census"
"7632","Exemption","Medical Exemption","States","Maine","2009-10","0.3","14162","NULL","NULL","48","Voluntary response"
"7633","Exemption","Medical Exemption","States","Idaho","2009-10","0.3","22624","NULL","NULL","66","Census"
"7634","Exemption","Medical Exemption","States","Florida","2009-10","0.3","218630","NULL","NULL","697","Census"
"7635","Exemption","Medical Exemption","States","Rhode Island","2009-10","0.3","11818","NULL","NULL","34","Random sample"
"7636","Exemption","Medical Exemption","States","South Carolina","2009-10","0.3","53725","NULL","NULL","147","Random sample"
"7637","Exemption","Medical Exemption","States","South Dakota","2009-10","0.3","11499","NULL","NULL","38","Census"
"7638","Exemption","Medical Exemption","States","Maryland","2009-10","0.3","75061","NULL","NULL","236","Voluntary response"
"7639","Exemption","Medical Exemption","States","Oregon","2009-10","0.2","44676","NULL","NULL","86","Census"
"7640","Exemption","Medical Exemption","States","New Mexico","2009-10",NA,"26318","NULL","††","NULL","Random sample"
"7641","Exemption","Medical Exemption","States","New Hampshire","2009-10",NA,"NULL","NULL","NULL","NULL","Not conducted"
"7642","Exemption","Medical Exemption","States","Missouri","2009-10",NA,"75958","NULL","§","NULL","Random sample"
"7643","Exemption","Medical Exemption","States","Minnesota","2009-10",NA,"70653","NULL","NULL","NULL","Not conducted"
"7644","Exemption","Medical Exemption","States","Texas","2009-10",NA,"381425","NULL","§","NULL","Census"
"7645","Exemption","Medical Exemption","States","Tennessee","2009-10",NA,"90811","NULL","††","NULL","Voluntary response"
"7646","Exemption","Medical Exemption","States","North Dakota","2009-10",NA,"8323","NULL","††","NULL","Random sample"
"7647","Exemption","Medical Exemption","States","Wyoming","2009-10",NA,"NULL","NULL","NULL","NULL","Not conducted"
"7648","Exemption","Medical Exemption","States","Colorado","2009-10",NA,"NULL","NULL","NULL","NULL","Not conducted"
"7649","Exemption","Medical Exemption","States","Illinois","2009-10",NA,"165845","NULL","§","NULL","Census"
"7650","Exemption","Medical Exemption","States","Hawaii","2009-10","0.1","18427","NULL","NULL","16","Random sample"
"7651","Exemption","Medical Exemption","States","Georgia","2009-10","0.1","141949","NULL","NULL","87","Random sample"
"7652","Exemption","Medical Exemption","States","North Carolina","2009-10","0.1","116087","NULL","NULL","158","Census"
"7653","Exemption","Medical Exemption","States","New York","2009-10","0.1","229273","NULL","NULL","309","Census"
"7654","Exemption","Medical Exemption","States","New Jersey","2009-10","0.1","118347","NULL","NULL","167","Census"
"7655","Exemption","Medical Exemption","States","Arkansas","2009-10","0.1","34733","NULL","NULL","28","Census"
"7656","Exemption","Medical Exemption","States","Alabama","2009-10","0.1","75358","NULL","¶","91","Census"
"7657","Exemption","Medical Exemption","States","New Jersey","2012-13","0.2","122516","NULL","NULL","261","Census"
"7658","Exemption","Medical Exemption","States","Virginia","2009-10","0.2","100891","NULL","NULL","159","Random sample"
"7659","Exemption","Medical Exemption","States","Utah","2009-10","0.2","49957","NULL","NULL","89","Census"
"7660","Exemption","Medical Exemption","States","Delaware","2009-10","0.2","11327","NULL","NULL","22","Random sample"
"7661","Exemption","Medical Exemption","States","Connecticut","2009-10","0.2","46158","NULL","NULL","108","Census"
"7662","Exemption","Medical Exemption","States","California","2009-10","0.2","507191","NULL","NULL","998","Census"
"7663","Exemption","Medical Exemption","States","Arizona","2009-10","0.2","89287","NULL","NULL","185","Census"
"7664","Exemption","Medical Exemption","States","Ohio","2009-10","0.2","131137","NULL","NULL","284","Census"
"7665","Exemption","Medical Exemption","States","Oklahoma","2009-10","0.2","51128","NULL","NULL","119","Voluntary response"
"7666","Exemption","Medical Exemption","States","Alaska","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7667","Exemption","Medical Exemption","States","Mississippi","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7668","Exemption","Medical Exemption","States","Missouri","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7669","Exemption","Medical Exemption","States","Utah","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7670","Exemption","Medical Exemption","States","Oklahoma","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7671","Exemption","Medical Exemption","States","Ohio","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7672","Exemption","Medical Exemption","States","Vermont","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7673","Exemption","Medical Exemption","States","Virginia","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7674","Exemption","Medical Exemption","States","Washington","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7675","Exemption","Medical Exemption","States","West Virginia","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7676","Exemption","Medical Exemption","States","North Dakota","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7677","Exemption","Medical Exemption","States","Wisconsin","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7678","Exemption","Medical Exemption","States","North Carolina","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7679","Exemption","Medical Exemption","States","Wyoming","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7680","Exemption","Medical Exemption","States","Alabama","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7681","Exemption","Medical Exemption","States","Tennessee","2011-12","0.2","83950","NULL","NULL","153","Census"
"7682","Exemption","Medical Exemption","States","West Virginia","2011-12","0.2","22449","NULL","NULL","44","Convenient"
"7683","Exemption","Medical Exemption","States","New Hampshire","2011-12","0.3","13022","NULL","NULL","34","Census"
"7684","Exemption","Medical Exemption","States","Arizona","2011-12","0.3","88293","NULL","NULL","239","Census"
"7685","Exemption","Medical Exemption","States","Maryland","2011-12","0.3","72957","NULL","NULL","161","Voluntary Response"
"7686","Exemption","Medical Exemption","States","Connecticut","2011-12","0.3","45695","NULL","NULL","137","Census"
"7687","Exemption","Medical Exemption","States","Rhode Island","2011-12","0.3","12552","NULL","NULL","5","2-stage Cluster Sample"
"7688","Exemption","Medical Exemption","States","Florida","2011-12","0.3","225532","NULL","NULL","724","Census"
"7689","Exemption","Medical Exemption","States","Idaho","2011-12","0.3","22762","NULL","NULL","61","Census"
"7690","Exemption","Medical Exemption","States","Kansas","2011-12","0.3","38402","NULL","NULL","130","Census"
"7691","Exemption","Medical Exemption","States","Vermont","2011-12","0.3","6548","NULL","NULL","21","Census"
"7692","Exemption","Medical Exemption","States","Virginia","2011-12","0.3","101121","NULL","NULL","15","2-stage Cluster Sample"
"7693","Exemption","Medical Exemption","States","Montana","2011-12","0.4","12128","NULL","NULL","52","Census"
"7694","Exemption","Medical Exemption","States","Massachusetts","2011-12","0.4","79551","NULL","NULL","325","Census"
"7695","Exemption","Medical Exemption","States","Pennsylvania","2011-12","0.4","148042","NULL","NULL","598","Census"
"7696","Exemption","Medical Exemption","States","Maine","2011-12","0.4","13829","NULL","NULL","47","Census"
"7697","Exemption","Medical Exemption","States","Wisconsin","2011-12","0.4","70672","NULL","NULL","7","2-stage Cluster Sample"
"7698","Exemption","Medical Exemption","States","Texas","2011-12","0.5","388178","NULL","§","2058","Census"
"7699","Exemption","Medical Exemption","States","Washington","2011-12","0.5","85134","NULL","NULL","376","Voluntary Response"
"7700","Exemption","Medical Exemption","States","Iowa","2011-12","0.5","40978","NULL","NULL","195","Census"
"7701","Exemption","Medical Exemption","States","Nebraska","2011-12","0.5","26715","NULL","NULL","126","Census"
"7702","Exemption","Medical Exemption","States","Michigan","2011-12","0.6","124962","NULL","NULL","767","Census"
"7703","Exemption","Medical Exemption","States","Minnesota","2011-12","0.1","71213","NULL","§","59","Census"
"7704","Exemption","Medical Exemption","States","Alaska","2011-12","1.3","10286","NULL","NULL","10","Non-random Cluster Sample"
"7705","Exemption","Medical Exemption","States","District of Columbia","2011-12","1.3","6854","NULL","NULL","91","Census"
"7706","Exemption","Medical Exemption","States","South Dakota","2011-12","0.2","12127","NULL","NULL","30","Census"
"7707","Exemption","Medical Exemption","States","Oregon","2011-12","0.2","45855","NULL","NULL","80","Census"
"7708","Exemption","Medical Exemption","States","Oklahoma","2011-12","0.2","52987","NULL","NULL","74","Census"
"7709","Exemption","Medical Exemption","States","Ohio","2011-12","0.2","146144","NULL","NULL","275","Convenient"
"7710","Exemption","Medical Exemption","States","North Carolina","2011-12","0.2","128854","NULL","NULL","186","Census"
"7711","Exemption","Medical Exemption","States","New Jersey","2011-12","0.2","118669","NULL","NULL","226","Census"
"7712","Exemption","Medical Exemption","States","Nevada","2011-12","0.2","36557","NULL","NULL","4","2-stage Cluster Sample"
"7713","Exemption","Medical Exemption","States","Kansas","2012-13","0.3","40738","NULL","NULL","118","Census"
"7714","Exemption","Medical Exemption","States","Indiana","2012-13","0.4","86983","NULL","NULL","326","Voluntary Response"
"7715","Exemption","Medical Exemption","States","Pennsylvania","2012-13","0.4","151364","NULL","NULL","643","Census"
"7716","Exemption","Medical Exemption","States","Florida","2012-13","0.4","234628","NULL","NULL","905","Census"
"7717","Exemption","Medical Exemption","States","Ohio","2012-13","0.4","163687","NULL","NULL","650","Census"
"7718","Exemption","Medical Exemption","States","Montana","2012-13","0.4","12516","NULL","NULL","49","Census"
"7719","Exemption","Medical Exemption","States","Rhode Island","2012-13","0.4","12552","NULL","NULL","45","Voluntary Response"
"7720","Exemption","Medical Exemption","States","Idaho","2012-13","0.4","23888","NULL","NULL","90","Census"
"7721","Exemption","Medical Exemption","States","Maine","2012-13","0.4","14313","NULL","NULL","61","Census"
"7722","Exemption","Medical Exemption","States","Vermont","2012-13","0.4","6792","NULL","NULL","30","Census"
"7723","Exemption","Medical Exemption","States","Massachusetts","2012-13","0.5","79661","NULL","NULL","373","Census"
"7724","Exemption","Medical Exemption","States","Wisconsin","2012-13","0.5","72416","NULL","NULL","472","2-stage Cluster Sample"
"7725","Exemption","Medical Exemption","States","Iowa","2012-13","0.5","41701","NULL","NULL","188","Census"
"7726","Exemption","Medical Exemption","States","Michigan","2012-13","0.6","124662","NULL","NULL","699","Census"
"7727","Exemption","Medical Exemption","States","Nebraska","2012-13","0.6","24999","NULL","NULL","149","Census"
"7728","Exemption","Medical Exemption","States","Nevada","2012-13","0.7","36070","NULL","NULL","85","2-stage Cluster Sample"
"7729","Exemption","Medical Exemption","States","Washington","2012-13","1.2","87773","NULL","*","1092","Census"
"7730","Exemption","Medical Exemption","States","West Virginia","2012-13","1.2","22588","NULL","NULL","262","Voluntary Response"
"7731","Exemption","Medical Exemption","States","Illinois","2012-13","1.2","166884","NULL","§","2017","Census"
"7732","Exemption","Medical Exemption","States","District of Columbia","2012-13","1.3","7842","NULL","NULL","101","Census"
"7733","Exemption","Medical Exemption","States","Alaska","2012-13","1.6","10319","NULL","NULL","162","Census"
"7734","Exemption","Medical Exemption","States","Hawaii","2012-13","0.3","20104","NULL","*","17","2-stage Cluster Sample"
"7735","Exemption","Medical Exemption","States","Wyoming","2012-13","0.3","8133","NULL","‡‡","28","Census"
"7736","Exemption","Medical Exemption","States","Maryland","2012-13","0.3","75007","NULL","NULL","237","Voluntary Response"
"7737","Exemption","Medical Exemption","States","South Dakota","2012-13","0.3","12468","NULL","NULL","41","Census"
"7738","Exemption","Medical Exemption","States","Kentucky","2012-13","0.2","58466","NULL","NULL","128","Census"
"7739","Exemption","Medical Exemption","States","California","2012-13","0.2","535523","NULL","NULL","923","Census"
"7740","Exemption","Medical Exemption","States","Louisiana","2012-13","0.2","68874","NULL","NULL","109","Census"
"7741","Exemption","Medical Exemption","States","Delaware","2012-13","0.2","11997","NULL","NULL","2","2-stage Cluster Sample"
"7742","Exemption","Medical Exemption","States","Utah","2012-13","0.2","54605","NULL","NULL","83","Census"
"7743","Exemption","Medical Exemption","States","Tennessee","2012-13","0.2","85801","NULL","NULL","162","Census"
"7744","Exemption","Medical Exemption","States","New Hampshire","2012-13","0.2","12943","NULL","NULL","30","Census"
"7745","Exemption","Medical Exemption","States","New Mexico","2013-14","0.2","30725","NULL","NULL","72","Stratified  2-stage cluster sample"
"7746","Exemption","Medical Exemption","States","New York","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7747","Exemption","Medical Exemption","States","New Mexico","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7748","Exemption","Medical Exemption","States","New Jersey","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7749","Exemption","Medical Exemption","States","New Hampshire","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7750","Exemption","Medical Exemption","States","Nevada","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7751","Exemption","Medical Exemption","States","Nebraska","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7752","Exemption","Medical Exemption","States","Montana","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7753","Exemption","Medical Exemption","States","Oregon","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7754","Exemption","Medical Exemption","States","Massachusetts","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7755","Exemption","Medical Exemption","States","Michigan","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7756","Exemption","Medical Exemption","States","Pennsylvania","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7757","Exemption","Medical Exemption","States","Minnesota","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7758","Exemption","Medical Exemption","States","Rhode Island","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7759","Exemption","Medical Exemption","States","South Carolina","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7760","Exemption","Medical Exemption","States","South Dakota","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7761","Exemption","Medical Exemption","States","Tennessee","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7762","Exemption","Medical Exemption","States","Texas","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"7763","Exemption","Medical Exemption","States","Indiana","2013-14","0.4","87193","NULL","NULL","348","Voluntary response"
"7764","Exemption","Medical Exemption","States","Maine","2013-14","0.4","15441","NULL","NULL","56","Voluntary response"
"7765","Exemption","Medical Exemption","States","Iowa","2013-14","0.5","43728","NULL","NULL","205","Census"
"7766","Exemption","Medical Exemption","States","Michigan","2013-14","0.5","120297","NULL","NULL","573","Census"
"7767","Exemption","Medical Exemption","States","Nebraska","2013-14","0.6","27000","NULL","NULL","158","Census"
"7768","Exemption","Medical Exemption","States","Kansas","2013-14","0.8","41107","NULL","NULL","213","Census"
"7769","Exemption","Medical Exemption","States","District of Columbia","2013-14","1.1","7856","NULL","NULL","85","Census"
"7770","Exemption","Medical Exemption","States","Alaska","2013-14","1.2","10222","NULL","NULL","119","Census"
"7771","Exemption","Medical Exemption","States","Washington","2013-14","1.2","89165","NULL","*","1035","Voluntary response"
"7772","Exemption","Medical Exemption","States","New Jersey","2013-14","0.2","123085","NULL","NULL","262","Census"
"7773","Exemption","Medical Exemption","States","Tennessee","2013-14","0.2","80212","NULL","NULL","132","Census"
"7774","Exemption","Medical Exemption","States","South Dakota","2013-14","0.2","12566","NULL","*","21","Census"
"7775","Exemption","Medical Exemption","States","Ohio","2013-14","0.2","150000","NULL","NULL","369","Census"
"7776","Exemption","Medical Exemption","States","Missouri","2013-14","0.2","78140","NULL","§","156","Census"
"7777","Exemption","Medical Exemption","States","Arizona","2013-14","0.2","89606","NULL","NULL","175","Census"
"7778","Exemption","Medical Exemption","States","California","2013-14","0.2","548606","NULL","NULL","1017","Census"
"7779","Exemption","Medical Exemption","States","Nevada","2013-14","0.1","35782","NULL","<","7","Stratified  2-stage cluster sample"
"7780","Exemption","Medical Exemption","States","Mississippi","2013-14","0.1","45719","NULL","<","17","Census"
"7781","Exemption","Medical Exemption","States","New York","2013-14","0.1","240318","NULL","NULL","302","Census"
"7782","Exemption","Medical Exemption","States","Minnesota","2013-14","0.1","72087","NULL","§","72","Census"
"7783","Exemption","Medical Exemption","States","Alabama","2013-14","0.1","76927","NULL","<. ¶","70","Census"
"7784","Exemption","Medical Exemption","States","Arkansas","2013-14","0.1","42649","NULL","<","24","Census"
"7785","Exemption","Medical Exemption","States","Delaware","2011-12","0.2","11327","NULL","NULL","1","2-stage Cluster Sample"
"7786","Exemption","Medical Exemption","States","Louisiana","2011-12","0.2","69013","NULL","NULL","166","Census"
"7787","Exemption","Medical Exemption","States","Indiana","2011-12","0.2","83416","NULL","NULL","137","Voluntary Response"
"7788","Exemption","Medical Exemption","States","Kentucky","2011-12","0.2","58185","NULL","NULL","104","Census"
"7789","Exemption","Medical Exemption","States","New Mexico","2011-12","0.1","29159","NULL","<","0","2-stage Cluster Sample"
"7790","Exemption","Medical Exemption","States","New York","2011-12","0.1","236016","NULL","NULL","331","Census"
"7791","Exemption","Medical Exemption","States","Mississippi","2011-12","0.1","44912","NULL","<","16","Census"
"7792","Exemption","Medical Exemption","States","Montana","2014-15","0.3","12501","NULL","NULL","34","Census (public); Voluntary response (private)"
"7793","Exemption","Medical Exemption","States","Nevada","2014-15","0.3","36755","NULL","NULL","92","Stratified 2-stage cluster sample"
"7794","Exemption","Medical Exemption","States","Alabama","2011-12","0.1","73190","NULL","¶","109","Census"
"7795","Exemption","Medical Exemption","States","North Dakota","2011-12","0.1","8412","NULL","<","0","Convenient"
"7796","Exemption","Medical Exemption","States","Arkansas","2011-12","0.1","38754","NULL","NULL","20","Census"
"7797","Exemption","Medical Exemption","States","South Carolina","2011-12","0.1","59307","NULL","NULL","5","1-stage Cluster Sample"
"7798","Exemption","Medical Exemption","States","Georgia","2011-12","0.1","143065","NULL","NULL","2","2-stage Cluster Sample"
"7799","Exemption","Medical Exemption","States","Hawaii","2011-12","0.1","19443","NULL","NULL","2","2-stage Cluster Sample"
"7800","Exemption","Medical Exemption","States","Utah","2011-12","0.1","53800","NULL","NULL","79","Census"
"7801","Exemption","Medical Exemption","States","Colorado","2011-12",NA,"70142","NULL","**","NULL","Simple Random Sample"
"7802","Exemption","Medical Exemption","States","Wyoming","2011-12",NA,"NULL","NULL","NULL","NULL","Not conducted"
"7803","Exemption","Medical Exemption","States","Connecticut","2012-13","0.3","41604","NULL","NULL","124","Census"
"7804","Exemption","Medical Exemption","States","Colorado","2012-13","0.3","70657","NULL","NULL","191","Simple Random Sample"
"7805","Exemption","Medical Exemption","States","Missouri","2012-13","0.3","78416","NULL","§","377","2-stage Cluster Sample"
"7806","Exemption","Medical Exemption","States","Arizona","2012-13","0.3","90054","NULL","NULL","315","Census"
"7807","Exemption","Medical Exemption","States","Minnesota","2014-15","0.2","70896","NULL","§","142","Census"
"7808","Exemption","Medical Exemption","States","Tennessee","2014-15","0.2","78276","NULL","NULL","140","Census"
"7809","Exemption","Medical Exemption","States","South Dakota","2014-15","0.2","12008","NULL","*","21","Census"
"7810","Exemption","Medical Exemption","States","Rhode Island","2014-15","0.2","11163","NULL","NULL","27","Census"
"7811","Exemption","Medical Exemption","States","Oregon","2014-15","0.2","46229","NULL","NULL","78","Census"
"7812","Exemption","Medical Exemption","States","Kentucky","2014-15","0.2","57884","NULL","NULL","116","Census"
"7813","Exemption","Medical Exemption","States","New Jersey","2014-15","0.2","120471","NULL","*","241","Census (public); Voluntary response (private)"
"7814","Exemption","Medical Exemption","States","New Hampshire","2014-15","0.2","12422","NULL","NULL","25","Census (public); Voluntary response (private)"
"7815","Exemption","Medical Exemption","States","California","2014-15","0.2","552583","NULL","NULL","1066","Census"
"7816","Exemption","Medical Exemption","States","Texas","2014-15","0.1","406099","NULL","§","406","Census (public); Voluntary response (private)"
"7817","Exemption","Medical Exemption","States","South Carolina","2014-15","0.1","62864","NULL","*","74","Stratified 1-stage cluster sample"
"7818","Exemption","Medical Exemption","States","Mississippi","2014-15","0.1","44129","NULL","<. *","17","Census"
"7819","Exemption","Medical Exemption","States","New Mexico","2012-13","0.2","29279","NULL","NULL","20","2-stage Cluster Sample"
"7820","Exemption","Medical Exemption","States","Oregon","2012-13","0.2","47102","NULL","NULL","72","Census"
"7821","Exemption","Medical Exemption","States","Virginia","2012-13","0.1","104826","NULL","<","48","2-stage Cluster Sample"
"7822","Exemption","Medical Exemption","States","Mississippi","2012-13","0.1","46595","NULL","<","23","Census"
"7823","Exemption","Medical Exemption","States","Arkansas","2012-13","0.1","43212","NULL","<","17","Census"
"7824","Exemption","Medical Exemption","States","New York","2012-13","0.1","239484","NULL","*","331","Census"
"7825","Exemption","Medical Exemption","States","North Carolina","2012-13","0.1","130612","NULL","*","162","Census"
"7826","Exemption","Medical Exemption","States","North Dakota","2012-13","0.1","9503","NULL","<","0","2-stage Cluster Sample"
"7827","Exemption","Medical Exemption","States","Alabama","2012-13","0.1","72929","NULL","¶","64","Census"
"7828","Exemption","Medical Exemption","States","Oklahoma","2012-13","0.1","56943","NULL","NULL","66","Census"
"7829","Exemption","Medical Exemption","States","Georgia","2012-13","0.1","142732","NULL","NULL","4","2-stage Cluster Sample"
"7830","Exemption","Medical Exemption","States","Minnesota","2012-13","0","73310","NULL","§","32","Census"
"7831","Exemption","Medical Exemption","States","Texas","2012-13",NA,"414688","NULL","§","NULL","Census"
"7832","Exemption","Medical Exemption","States","South Carolina","2012-13",NA,"61799","NULL","NULL","NULL","Not conducted"
"7833","Exemption","Medical Exemption","States","West Virginia","2013-14","0.2","22814","NULL","NULL","35","Voluntary response"
"7834","Exemption","Medical Exemption","States","Virginia","2013-14","0.2","105692","NULL","NULL","173","2-stage cluster  sample"
"7835","Exemption","Medical Exemption","States","Vermont","2013-14","0.2","6771","NULL","NULL","11","Census"
"7836","Exemption","Medical Exemption","States","Utah","2013-14","0.2","54779","NULL","NULL","94","Census"
